complaint_id,text,category,priority,sentiment,resolution_time,cleaned_text
16323,Product malfunctioning,Product,Low,-0.1547319698399298,44,product malfunctioning
16324,Defective item received,Product,Medium,0.2090733579692156,22,defective item received
16325,Product stopped working,Product,High,0.7169399734074688,66,product stopped working
16326,Product malfunctioning,Product,High,-0.3081736105247494,66,product malfunctioning
16327,Inquiry about pricing,Trade,High,-0.7608512350448646,61,inquiry pricing
16328,Product malfunctioning,Product,Medium,-0.5615354572810742,17,product malfunctioning
16329,Inquiry about pricing,Trade,Low,-0.5566184407560606,14,inquiry pricing
16330,Product malfunctioning,Product,High,-0.0973373401419188,70,product malfunctioning
16331,Damaged packaging,Packaging,Medium,-0.757497196306921,59,damaged packaging
16332,Need bulk order details,Trade,High,0.4285535329255248,40,need bulk order detail
16333,Box was broken,Packaging,Low,-0.5492612018794967,16,box broken
16334,Product stopped working,Product,Medium,0.3372459374812182,8,product stopped working
16335,Poor packaging quality,Packaging,High,-0.925561719571415,43,poor packaging quality
16336,Defective item received,Product,High,0.6494385406855809,3,defective item received
16337,Damaged packaging,Packaging,Medium,-0.2348509230417008,63,damaged packaging
16338,Damaged packaging,Packaging,Low,0.5751980545136908,36,damaged packaging
16339,Poor packaging quality,Packaging,High,0.692780086856551,42,poor packaging quality
16340,Defective item received,Product,Medium,-0.971075023923873,52,defective item received
16341,Product stopped working,Product,High,-0.7204800145898456,34,product stopped working
16342,Need bulk order details,Trade,Low,0.1419080460716915,64,need bulk order detail
16343,Damaged packaging,Packaging,Low,-0.2694866616330611,50,damaged packaging
16344,Need bulk order details,Trade,High,0.3531097018054048,33,need bulk order detail
16345,Trade-related query,Trade,Medium,0.3335241241968394,63,traderelated query
16346,Damaged packaging,Packaging,Medium,0.5841775014241526,43,damaged packaging
16347,Box was broken,Packaging,Low,0.5052152683885385,49,box broken
16348,Box was broken,Packaging,High,-0.3165846417219655,20,box broken
16349,Poor packaging quality,Packaging,Medium,0.8013149350831523,22,poor packaging quality
16350,Product malfunctioning,Product,Low,0.6169595485943355,31,product malfunctioning
16351,Product stopped working,Product,Medium,-0.1570765919117254,24,product stopped working
16352,Poor packaging quality,Packaging,Medium,-0.630308567883094,71,poor packaging quality
16353,Damaged packaging,Packaging,Low,0.0782190121959005,27,damaged packaging
16354,Product malfunctioning,Product,Medium,-0.8936212501322474,37,product malfunctioning
16355,Product stopped working,Product,Low,0.6115578922489406,33,product stopped working
16356,Damaged packaging,Packaging,High,0.2554880841731255,63,damaged packaging
16357,Product stopped working,Product,Low,-0.4830655791407829,14,product stopped working
16358,Product malfunctioning,Product,Medium,0.4393164976886501,47,product malfunctioning
16359,Need bulk order details,Trade,High,-0.8428673703825391,65,need bulk order detail
16360,Product malfunctioning,Product,Medium,0.2019913836856,3,product malfunctioning
16361,Poor packaging quality,Packaging,Medium,0.2687953187889764,5,poor packaging quality
16362,Product stopped working,Product,High,-0.8095022975352872,27,product stopped working
16363,Box was broken,Packaging,Medium,0.6058808319997824,63,box broken
16364,Product stopped working,Product,Low,-0.1550979350838692,65,product stopped working
16365,Need bulk order details,Trade,High,-0.8999379091418445,7,need bulk order detail
16366,Box was broken,Packaging,High,0.2450013094676653,23,box broken
16367,Inquiry about pricing,Trade,Low,-0.4551676931562411,27,inquiry pricing
16368,Inquiry about pricing,Trade,High,0.6144984935114912,46,inquiry pricing
16369,Product malfunctioning,Product,High,-0.6355153471962114,71,product malfunctioning
16370,Box was broken,Packaging,High,0.9176651491929986,72,box broken
16371,Poor packaging quality,Packaging,Low,-0.6399091446654301,35,poor packaging quality
16372,Defective item received,Product,High,0.8739225345149164,64,defective item received
16373,Product stopped working,Product,Medium,0.8684420439991276,49,product stopped working
16374,Box was broken,Packaging,Medium,-0.2716370974533735,51,box broken
16375,Inquiry about pricing,Trade,Low,-0.861512557435471,72,inquiry pricing
16376,Product stopped working,Product,High,-0.0638964149339287,54,product stopped working
16377,Defective item received,Product,Low,0.7244393048360114,23,defective item received
16378,Inquiry about pricing,Trade,Low,0.9292223311758548,10,inquiry pricing
16379,Product stopped working,Product,Medium,0.7048985979675939,58,product stopped working
16380,Product malfunctioning,Product,High,-0.1083285032193992,28,product malfunctioning
16381,Defective item received,Product,High,0.0527898743826897,56,defective item received
16382,Product stopped working,Product,Medium,0.832332238797229,53,product stopped working
16383,Need bulk order details,Trade,Medium,0.8615199028676481,40,need bulk order detail
16384,Need bulk order details,Trade,Low,0.7915469757460503,56,need bulk order detail
16385,Inquiry about pricing,Trade,Low,0.0574302934600199,5,inquiry pricing
16386,Poor packaging quality,Packaging,High,0.4238119072807962,32,poor packaging quality
16387,Trade-related query,Trade,Low,0.1245438533960408,25,traderelated query
16388,Poor packaging quality,Packaging,Medium,-0.7221805724959274,56,poor packaging quality
16389,Product stopped working,Product,Low,-0.7488701024791582,43,product stopped working
16390,Product malfunctioning,Product,Medium,-0.5841802153283566,68,product malfunctioning
16391,Trade-related query,Trade,Medium,-0.9487927302260448,14,traderelated query
16392,Inquiry about pricing,Trade,High,0.6149245086563901,12,inquiry pricing
16393,Damaged packaging,Packaging,Medium,-0.3027648661233157,37,damaged packaging
16394,Damaged packaging,Packaging,High,0.2688089522268397,1,damaged packaging
16395,Need bulk order details,Trade,Medium,-0.1355795184097423,31,need bulk order detail
16396,Inquiry about pricing,Trade,Low,0.8029650659012573,28,inquiry pricing
16397,Box was broken,Packaging,High,0.4210016044685249,29,box broken
16398,Defective item received,Product,Medium,-0.7742876348292573,36,defective item received
16399,Product malfunctioning,Product,High,-0.9167144878577996,42,product malfunctioning
16400,Inquiry about pricing,Trade,Low,-0.5767517053916709,32,inquiry pricing
16401,Inquiry about pricing,Trade,Medium,-0.0612008341951779,36,inquiry pricing
16402,Box was broken,Packaging,Low,-0.6273367481860213,21,box broken
16403,Poor packaging quality,Packaging,Low,-0.7518955850981612,8,poor packaging quality
16404,Product stopped working,Product,Medium,-0.9311838342754302,49,product stopped working
16405,Defective item received,Product,High,-0.0133003922944219,47,defective item received
16406,Product malfunctioning,Product,High,0.0760882648812779,20,product malfunctioning
16407,Trade-related query,Trade,High,-0.8747633896618567,2,traderelated query
16408,Trade-related query,Trade,High,0.7612100929235706,10,traderelated query
16409,Defective item received,Product,Medium,-0.8507210619785546,28,defective item received
16410,Defective item received,Product,High,-0.1663869034473781,49,defective item received
16411,Damaged packaging,Packaging,Medium,0.2918426837528123,17,damaged packaging
16412,Product stopped working,Product,Medium,0.7926478686849379,55,product stopped working
16413,Defective item received,Product,Low,0.3164987109244688,39,defective item received
16414,Product malfunctioning,Product,Low,0.7395964946873481,70,product malfunctioning
16415,Poor packaging quality,Packaging,Medium,0.7092534902593808,15,poor packaging quality
16416,Damaged packaging,Packaging,Low,0.0220026090860725,36,damaged packaging
16417,Need bulk order details,Trade,High,-0.3162380751653828,6,need bulk order detail
16418,Trade-related query,Trade,Medium,-0.6498948247770255,67,traderelated query
16419,Poor packaging quality,Packaging,High,0.8141600420680173,38,poor packaging quality
16420,Trade-related query,Trade,Medium,0.8118396721163768,27,traderelated query
16421,Box was broken,Packaging,High,-0.2718197141009284,60,box broken
16422,Trade-related query,Trade,Medium,0.9804485427631602,49,traderelated query
16423,Defective item received,Product,Medium,0.189425211858351,16,defective item received
16424,Poor packaging quality,Packaging,Low,0.3079135841707781,68,poor packaging quality
16425,Need bulk order details,Trade,Low,-0.0670800362298007,26,need bulk order detail
16426,Box was broken,Packaging,Medium,0.6033764820184917,65,box broken
16427,Trade-related query,Trade,High,-0.3356870322077834,41,traderelated query
16428,Box was broken,Packaging,Low,-0.5623282866475405,24,box broken
16429,Need bulk order details,Trade,Medium,-0.8019642809605438,67,need bulk order detail
16430,Poor packaging quality,Packaging,Low,0.7427760117027558,6,poor packaging quality
16431,Box was broken,Packaging,Medium,0.4132617740832665,45,box broken
16432,Need bulk order details,Trade,High,0.7198736015628526,59,need bulk order detail
16433,Damaged packaging,Packaging,Medium,0.7895610388639311,17,damaged packaging
16434,Defective item received,Product,Low,0.4759318174971148,6,defective item received
16435,Damaged packaging,Packaging,Low,0.2964835577938067,49,damaged packaging
16436,Product stopped working,Product,High,0.8970600760123482,50,product stopped working
16437,Trade-related query,Trade,Low,-0.6911223016151262,18,traderelated query
16438,Inquiry about pricing,Trade,High,-0.0440153577224897,70,inquiry pricing
16439,Product malfunctioning,Product,Medium,0.7917809232628497,28,product malfunctioning
16440,Product stopped working,Product,Low,-0.6449038581414663,71,product stopped working
16441,Trade-related query,Trade,High,-0.7486239575826121,65,traderelated query
16442,Box was broken,Packaging,Low,-0.0998266297378638,33,box broken
16443,Product malfunctioning,Product,Medium,-0.2112239990716169,45,product malfunctioning
16444,Inquiry about pricing,Trade,Low,0.8124531019001504,15,inquiry pricing
16445,Need bulk order details,Trade,High,0.5771880019464628,25,need bulk order detail
16446,Trade-related query,Trade,Medium,0.0278972514492954,56,traderelated query
16447,Trade-related query,Trade,High,-0.7261534783085453,21,traderelated query
16448,Inquiry about pricing,Trade,Low,-0.3682780410162041,38,inquiry pricing
16449,Need bulk order details,Trade,Medium,0.1437980962351039,14,need bulk order detail
16450,Box was broken,Packaging,Medium,0.5696233609496151,69,box broken
16451,Product stopped working,Product,High,0.4584150573515206,2,product stopped working
16452,Product malfunctioning,Product,Medium,-0.918426147847776,64,product malfunctioning
16453,Product stopped working,Product,Medium,-0.436538361494684,58,product stopped working
16454,Product stopped working,Product,Low,-0.7384719029707534,45,product stopped working
16455,Box was broken,Packaging,Low,-0.116744328769849,68,box broken
16456,Product malfunctioning,Product,Low,-0.774910913368779,3,product malfunctioning
16457,Need bulk order details,Trade,Medium,-0.452382069607198,71,need bulk order detail
16458,Damaged packaging,Packaging,Low,0.4939653865067606,29,damaged packaging
16459,Need bulk order details,Trade,Low,-0.1837406711999556,56,need bulk order detail
16460,Poor packaging quality,Packaging,Medium,-0.3492925931638189,5,poor packaging quality
16461,Product malfunctioning,Product,High,0.3143678844126527,53,product malfunctioning
16462,Product malfunctioning,Product,Low,0.1116129782375965,60,product malfunctioning
16463,Inquiry about pricing,Trade,Low,-0.9990463474156888,48,inquiry pricing
16464,Box was broken,Packaging,Medium,-0.1304633147888996,55,box broken
16465,Product stopped working,Product,Low,0.4121480712241525,41,product stopped working
16466,Poor packaging quality,Packaging,Medium,0.6364691991217026,19,poor packaging quality
16467,Poor packaging quality,Packaging,Low,0.693201204180041,1,poor packaging quality
16468,Box was broken,Packaging,Medium,0.4885083140600725,25,box broken
16469,Product malfunctioning,Product,High,0.1466402382839573,65,product malfunctioning
16470,Inquiry about pricing,Trade,Low,-0.2624375551944489,17,inquiry pricing
16471,Product stopped working,Product,High,-0.4970802690661329,63,product stopped working
16472,Need bulk order details,Trade,Medium,0.3733638054666968,26,need bulk order detail
16473,Trade-related query,Trade,Medium,-0.2038450297291321,72,traderelated query
16474,Need bulk order details,Trade,Low,0.2137172656096739,19,need bulk order detail
16475,Box was broken,Packaging,Low,-0.094364240613201,20,box broken
16476,Product stopped working,Product,Medium,0.6058458490998302,30,product stopped working
16477,Box was broken,Packaging,High,-0.724611913604337,60,box broken
16478,Product malfunctioning,Product,High,-0.3496416243413212,46,product malfunctioning
16479,Damaged packaging,Packaging,Medium,0.0584775617610919,60,damaged packaging
16480,Inquiry about pricing,Trade,Low,-0.1948925711839184,25,inquiry pricing
16481,Box was broken,Packaging,High,0.7082282834396196,9,box broken
16482,Product malfunctioning,Product,Medium,-0.5906932131567713,59,product malfunctioning
16483,Trade-related query,Trade,Medium,-0.6718398859473771,23,traderelated query
16484,Defective item received,Product,Medium,0.4309328830928467,56,defective item received
16485,Product stopped working,Product,Medium,-0.1661896941779359,32,product stopped working
16486,Box was broken,Packaging,High,0.5180640909449457,25,box broken
16487,Inquiry about pricing,Trade,Low,-0.3950395181014081,22,inquiry pricing
16488,Need bulk order details,Trade,Medium,-0.5151786308168285,64,need bulk order detail
16489,Box was broken,Packaging,Medium,-0.4790572360669245,26,box broken
16490,Need bulk order details,Trade,Medium,0.236775836493368,42,need bulk order detail
16491,Inquiry about pricing,Trade,Low,-0.3421220460618885,23,inquiry pricing
16492,Damaged packaging,Packaging,Low,0.5772130394333492,55,damaged packaging
16493,Poor packaging quality,Packaging,Medium,0.2102321730614715,18,poor packaging quality
16494,Inquiry about pricing,Trade,Low,-0.709880243010284,45,inquiry pricing
16495,Need bulk order details,Trade,High,-0.9552912153780526,43,need bulk order detail
16496,Inquiry about pricing,Trade,High,0.590263305518979,9,inquiry pricing
16497,Need bulk order details,Trade,Low,-0.0106567148180729,72,need bulk order detail
16498,Trade-related query,Trade,High,-0.1498997354921636,10,traderelated query
16499,Poor packaging quality,Packaging,Medium,0.9300482413909096,63,poor packaging quality
16500,Damaged packaging,Packaging,Medium,-0.0887901558490802,55,damaged packaging
16501,Trade-related query,Trade,Low,0.1457092711221086,65,traderelated query
16502,Damaged packaging,Packaging,Low,-0.5725003974276186,8,damaged packaging
16503,Inquiry about pricing,Trade,Medium,0.1742630852821787,39,inquiry pricing
16504,Product stopped working,Product,Low,0.6110892984184764,1,product stopped working
16505,Box was broken,Packaging,Medium,-0.6312440289833279,17,box broken
16506,Inquiry about pricing,Trade,Medium,0.7479347856926977,55,inquiry pricing
16507,Damaged packaging,Packaging,High,0.0661425725054121,48,damaged packaging
16508,Inquiry about pricing,Trade,High,-0.9189056095612778,7,inquiry pricing
16509,Box was broken,Packaging,Low,0.3917046451810673,59,box broken
16510,Need bulk order details,Trade,Low,-0.7315241906630017,19,need bulk order detail
16511,Box was broken,Packaging,Medium,-0.412295802909973,56,box broken
16512,Poor packaging quality,Packaging,Low,-0.8878341509118939,1,poor packaging quality
16513,Product stopped working,Product,High,-0.0398080416645234,32,product stopped working
16514,Defective item received,Product,High,0.4896589571647829,65,defective item received
16515,Poor packaging quality,Packaging,Low,0.1566532677720831,18,poor packaging quality
16516,Product malfunctioning,Product,High,-0.3962196802888047,28,product malfunctioning
16517,Trade-related query,Trade,Low,-0.4040842955595687,67,traderelated query
16518,Trade-related query,Trade,Low,-0.109225213262736,68,traderelated query
16519,Damaged packaging,Packaging,High,0.7349448442374058,69,damaged packaging
16520,Box was broken,Packaging,Low,0.2308458080448576,32,box broken
16521,Trade-related query,Trade,Low,0.6937971362352857,72,traderelated query
16522,Defective item received,Product,High,-0.8083507233515401,66,defective item received
16523,Trade-related query,Trade,Low,-0.4105020366623049,41,traderelated query
16524,Box was broken,Packaging,Medium,-0.1484230220766591,52,box broken
16525,Inquiry about pricing,Trade,High,0.7140757221705436,21,inquiry pricing
16526,Poor packaging quality,Packaging,Low,0.2123527161687131,7,poor packaging quality
16527,Trade-related query,Trade,High,-0.8421835447719357,41,traderelated query
16528,Inquiry about pricing,Trade,Medium,0.4798688252145309,22,inquiry pricing
16529,Poor packaging quality,Packaging,Low,0.6759908187016033,24,poor packaging quality
16530,Inquiry about pricing,Trade,High,0.2103856783608131,51,inquiry pricing
16531,Defective item received,Product,Low,-0.4543395953161959,21,defective item received
16532,Box was broken,Packaging,High,0.0705141719621043,55,box broken
16533,Trade-related query,Trade,Medium,-0.0029351599257987,60,traderelated query
16534,Inquiry about pricing,Trade,Medium,-0.3630698486666257,71,inquiry pricing
16535,Product malfunctioning,Product,Medium,-0.4109295288004377,23,product malfunctioning
16536,Need bulk order details,Trade,Medium,0.8500899520534986,68,need bulk order detail
16537,Product stopped working,Product,Medium,0.7020672335168259,51,product stopped working
16538,Need bulk order details,Trade,High,0.3011650861489261,45,need bulk order detail
16539,Trade-related query,Trade,Medium,-0.1413105832915464,36,traderelated query
16540,Trade-related query,Trade,Low,0.390234275947533,40,traderelated query
16541,Damaged packaging,Packaging,Medium,0.717821797086347,57,damaged packaging
16542,Defective item received,Product,High,-0.1276308050185122,38,defective item received
16543,Defective item received,Product,High,0.689514893460534,20,defective item received
16544,Product stopped working,Product,Low,0.7238681120095634,52,product stopped working
16545,Poor packaging quality,Packaging,High,-0.3708446625122288,45,poor packaging quality
16546,Damaged packaging,Packaging,High,-0.9074010205130574,49,damaged packaging
16547,Defective item received,Product,Medium,-0.6017500986270197,22,defective item received
16548,Poor packaging quality,Packaging,High,-0.4283035649716169,68,poor packaging quality
16549,Product stopped working,Product,Medium,-0.2796118754111185,49,product stopped working
16550,Damaged packaging,Packaging,Low,-0.1069210257286805,43,damaged packaging
16551,Need bulk order details,Trade,Medium,-0.5314443170170655,71,need bulk order detail
16552,Inquiry about pricing,Trade,Medium,0.0388893993626153,46,inquiry pricing
16553,Inquiry about pricing,Trade,High,0.9658577394099904,18,inquiry pricing
16554,Need bulk order details,Trade,Low,0.9791856308294892,27,need bulk order detail
16555,Product malfunctioning,Product,Medium,-0.409851632216601,32,product malfunctioning
16556,Product stopped working,Product,High,0.3878720809107763,62,product stopped working
16557,Need bulk order details,Trade,Medium,-0.2650147482784319,48,need bulk order detail
16558,Defective item received,Product,Low,-0.4225211919356135,24,defective item received
16559,Defective item received,Product,Low,0.9659289742184748,5,defective item received
16560,Inquiry about pricing,Trade,Medium,0.0819961885437592,20,inquiry pricing
16561,Product stopped working,Product,Medium,0.1860785427001459,44,product stopped working
16562,Poor packaging quality,Packaging,High,-0.6834427219445238,55,poor packaging quality
16563,Trade-related query,Trade,High,0.6245336728732207,8,traderelated query
16564,Product stopped working,Product,High,-0.8412810835954501,23,product stopped working
16565,Damaged packaging,Packaging,Low,0.688952146423528,48,damaged packaging
16566,Trade-related query,Trade,Low,-0.7196452648197746,36,traderelated query
16567,Box was broken,Packaging,High,0.6019431823886936,64,box broken
16568,Trade-related query,Trade,Medium,0.5768989139600635,17,traderelated query
16569,Damaged packaging,Packaging,High,-0.6394306356332922,42,damaged packaging
16570,Product malfunctioning,Product,Medium,0.448019178451879,40,product malfunctioning
16571,Product stopped working,Product,Low,0.7594343720512322,31,product stopped working
16572,Inquiry about pricing,Trade,Medium,-0.0022919773104639,9,inquiry pricing
16573,Trade-related query,Trade,High,-0.3835236254492231,71,traderelated query
16574,Product malfunctioning,Product,Low,-0.6565350926118225,6,product malfunctioning
16575,Box was broken,Packaging,Medium,0.9187985490201775,24,box broken
16576,Inquiry about pricing,Trade,Medium,0.0562082653495628,56,inquiry pricing
16577,Damaged packaging,Packaging,High,0.3674808119979651,39,damaged packaging
16578,Defective item received,Product,High,0.6933248355436727,23,defective item received
16579,Product malfunctioning,Product,High,-0.7744290989621123,42,product malfunctioning
16580,Product stopped working,Product,Medium,0.6928973490307195,38,product stopped working
16581,Damaged packaging,Packaging,High,0.7462393326408088,21,damaged packaging
16582,Trade-related query,Trade,High,-0.0881432931226005,62,traderelated query
16583,Defective item received,Product,High,-0.4393487875103998,19,defective item received
16584,Product stopped working,Product,High,0.1384490413805408,67,product stopped working
16585,Poor packaging quality,Packaging,Medium,-0.4852949066606598,60,poor packaging quality
16586,Poor packaging quality,Packaging,Medium,-0.1954332374554508,69,poor packaging quality
16587,Trade-related query,Trade,Low,0.8689459792692029,68,traderelated query
16588,Defective item received,Product,Medium,0.9611548822854824,3,defective item received
16589,Damaged packaging,Packaging,Medium,-0.7223550590125329,56,damaged packaging
16590,Poor packaging quality,Packaging,Medium,0.8132497684824205,24,poor packaging quality
16591,Product malfunctioning,Product,Medium,-0.673178761529438,71,product malfunctioning
16592,Product stopped working,Product,High,0.7828863598040192,24,product stopped working
16593,Trade-related query,Trade,Medium,0.311653587825613,53,traderelated query
16594,Trade-related query,Trade,Medium,-0.5137019339234794,40,traderelated query
16595,Trade-related query,Trade,Medium,0.6228353607467827,49,traderelated query
16596,Box was broken,Packaging,Medium,0.6957649821205636,50,box broken
16597,Defective item received,Product,Low,-0.1022407183208318,57,defective item received
16598,Product malfunctioning,Product,High,0.1137767134086575,70,product malfunctioning
16599,Inquiry about pricing,Trade,Low,-0.3406706828425856,61,inquiry pricing
16600,Product malfunctioning,Product,Medium,-0.4656283943945263,60,product malfunctioning
16601,Inquiry about pricing,Trade,High,-0.7927814184170043,39,inquiry pricing
16602,Trade-related query,Trade,Low,0.3696620518512401,61,traderelated query
16603,Need bulk order details,Trade,High,0.0808771415160609,25,need bulk order detail
16604,Trade-related query,Trade,High,-0.6358057230240834,21,traderelated query
16605,Trade-related query,Trade,Low,-0.8666937692228462,61,traderelated query
16606,Need bulk order details,Trade,Medium,-0.5887237541402646,66,need bulk order detail
16607,Box was broken,Packaging,High,-0.5752780478183885,48,box broken
16608,Damaged packaging,Packaging,Low,0.7062009872122634,69,damaged packaging
16609,Poor packaging quality,Packaging,High,-0.7912974700198585,57,poor packaging quality
16610,Product stopped working,Product,Medium,0.6433892838716746,7,product stopped working
16611,Defective item received,Product,Low,-0.6779667044183602,33,defective item received
16612,Inquiry about pricing,Trade,Medium,-0.262624202330795,71,inquiry pricing
16613,Need bulk order details,Trade,Low,0.2683357173621685,22,need bulk order detail
16614,Poor packaging quality,Packaging,Medium,0.7639766483713912,38,poor packaging quality
16615,Product malfunctioning,Product,High,0.3732021707488802,49,product malfunctioning
16616,Inquiry about pricing,Trade,Low,0.4157528176561091,72,inquiry pricing
16617,Defective item received,Product,Medium,-0.2004056919127468,8,defective item received
16618,Need bulk order details,Trade,Low,0.0583674858928229,24,need bulk order detail
16619,Trade-related query,Trade,Low,-0.5089551906476157,6,traderelated query
16620,Product malfunctioning,Product,Low,-0.3299325212600088,63,product malfunctioning
16621,Box was broken,Packaging,Low,-0.3174491600758593,65,box broken
16622,Product stopped working,Product,Low,0.961629577376399,45,product stopped working
16623,Inquiry about pricing,Trade,Low,-0.4384733966010306,63,inquiry pricing
16624,Box was broken,Packaging,Medium,0.696489772940966,24,box broken
16625,Product malfunctioning,Product,Medium,0.1294201622683906,33,product malfunctioning
16626,Product stopped working,Product,Medium,-0.6945559248535789,18,product stopped working
16627,Need bulk order details,Trade,Low,-0.0845963056930712,14,need bulk order detail
16628,Inquiry about pricing,Trade,Medium,0.9955940612004146,57,inquiry pricing
16629,Poor packaging quality,Packaging,Medium,0.513324994276849,44,poor packaging quality
16630,Poor packaging quality,Packaging,Medium,-0.6736903515494395,22,poor packaging quality
16631,Product stopped working,Product,High,-0.5489923329785094,60,product stopped working
16632,Trade-related query,Trade,Medium,0.8191403005904172,53,traderelated query
16633,Damaged packaging,Packaging,Medium,0.2418055735292406,60,damaged packaging
16634,Product stopped working,Product,Medium,0.1427927666377193,41,product stopped working
16635,Poor packaging quality,Packaging,Medium,0.2320579880853142,46,poor packaging quality
16636,Damaged packaging,Packaging,High,-0.6603611716596685,28,damaged packaging
16637,Box was broken,Packaging,Low,0.6243649336787209,37,box broken
16638,Need bulk order details,Trade,Medium,0.2044678864118452,6,need bulk order detail
16639,Damaged packaging,Packaging,High,0.2900596507588455,71,damaged packaging
16640,Product malfunctioning,Product,Medium,0.0233405052266815,68,product malfunctioning
16641,Trade-related query,Trade,High,0.4965398114906212,25,traderelated query
16642,Product malfunctioning,Product,Low,0.2442113825610703,41,product malfunctioning
16643,Inquiry about pricing,Trade,Medium,0.2413829699318148,14,inquiry pricing
16644,Inquiry about pricing,Trade,Medium,0.773354581982858,71,inquiry pricing
16645,Product malfunctioning,Product,Medium,-0.2856006315684121,18,product malfunctioning
16646,Product stopped working,Product,High,-0.4734037568613876,44,product stopped working
16647,Need bulk order details,Trade,Medium,0.4636466934748939,55,need bulk order detail
16648,Damaged packaging,Packaging,Medium,-0.6783779889697896,23,damaged packaging
16649,Product stopped working,Product,High,0.8827003929368791,45,product stopped working
16650,Trade-related query,Trade,Medium,-0.0643063752378574,65,traderelated query
16651,Need bulk order details,Trade,Medium,0.3259793906755057,32,need bulk order detail
16652,Trade-related query,Trade,Medium,-0.6565411712150138,26,traderelated query
16653,Poor packaging quality,Packaging,Low,-0.9570924526810368,8,poor packaging quality
16654,Defective item received,Product,High,-0.8247826473096402,15,defective item received
16655,Poor packaging quality,Packaging,Low,-0.0318451102088415,9,poor packaging quality
16656,Need bulk order details,Trade,High,-0.8447395179202326,11,need bulk order detail
16657,Product stopped working,Product,Medium,-0.3196711895321662,12,product stopped working
16658,Damaged packaging,Packaging,Low,-0.2124767122861197,49,damaged packaging
16659,Box was broken,Packaging,Medium,-0.9602544407939412,9,box broken
16660,Defective item received,Product,Medium,0.6554934136006423,47,defective item received
16661,Damaged packaging,Packaging,Low,-0.3966650781286573,68,damaged packaging
16662,Inquiry about pricing,Trade,Low,-0.2591396738981792,53,inquiry pricing
16663,Trade-related query,Trade,High,-0.5620342847852693,12,traderelated query
16664,Product malfunctioning,Product,Medium,-0.6846957401543841,14,product malfunctioning
16665,Damaged packaging,Packaging,High,-0.5053375154813837,7,damaged packaging
16666,Poor packaging quality,Packaging,Low,0.7364188805471241,11,poor packaging quality
16667,Box was broken,Packaging,High,0.2177152920470804,35,box broken
16668,Product stopped working,Product,Medium,-0.3977694891019308,67,product stopped working
16669,Box was broken,Packaging,Medium,0.0496453286257856,46,box broken
16670,Trade-related query,Trade,Low,-0.982059282660196,13,traderelated query
16671,Trade-related query,Trade,High,-0.2546151456435643,71,traderelated query
16672,Product stopped working,Product,High,-0.338688944812511,58,product stopped working
16673,Poor packaging quality,Packaging,High,0.0055780910827727,50,poor packaging quality
16674,Product malfunctioning,Product,High,-0.1455787335321381,37,product malfunctioning
16675,Inquiry about pricing,Trade,Low,0.8648456307243599,8,inquiry pricing
16676,Inquiry about pricing,Trade,Low,-0.8564105976348457,40,inquiry pricing
16677,Poor packaging quality,Packaging,High,-0.9018586353374788,33,poor packaging quality
16678,Damaged packaging,Packaging,Low,0.5276282360363977,36,damaged packaging
16679,Damaged packaging,Packaging,High,0.3341270763706068,12,damaged packaging
16680,Product malfunctioning,Product,Medium,-0.8779605004886506,63,product malfunctioning
16681,Inquiry about pricing,Trade,Medium,-0.1680306350667444,64,inquiry pricing
16682,Inquiry about pricing,Trade,Medium,0.5023628866293475,17,inquiry pricing
16683,Need bulk order details,Trade,Low,0.0053025660838903,70,need bulk order detail
16684,Damaged packaging,Packaging,High,-0.0166106125072142,69,damaged packaging
16685,Box was broken,Packaging,Medium,0.7897252690135692,40,box broken
16686,Box was broken,Packaging,High,-0.5811648363539497,62,box broken
16687,Inquiry about pricing,Trade,Medium,0.2890429269569925,67,inquiry pricing
16688,Poor packaging quality,Packaging,Medium,-0.5131066631504202,50,poor packaging quality
16689,Poor packaging quality,Packaging,High,-0.2307217978430176,42,poor packaging quality
16690,Poor packaging quality,Packaging,Medium,-0.2452900631739747,44,poor packaging quality
16691,Box was broken,Packaging,Medium,-0.903579202776789,30,box broken
16692,Need bulk order details,Trade,High,-0.492611455903323,5,need bulk order detail
16693,Box was broken,Packaging,Medium,-0.5896954079248966,47,box broken
16694,Need bulk order details,Trade,Medium,0.3888289200638766,46,need bulk order detail
16695,Box was broken,Packaging,Low,0.7174924986452758,72,box broken
16696,Defective item received,Product,High,-0.5754774062275338,11,defective item received
16697,Product stopped working,Product,Low,-0.9654160689788788,58,product stopped working
16698,Box was broken,Packaging,High,0.8605239419608772,32,box broken
16699,Poor packaging quality,Packaging,Low,-0.9828051652266024,62,poor packaging quality
16700,Damaged packaging,Packaging,Low,0.4749149795078196,29,damaged packaging
16701,Damaged packaging,Packaging,Medium,0.7222667724543737,56,damaged packaging
16702,Need bulk order details,Trade,High,0.8601648577884613,47,need bulk order detail
16703,Box was broken,Packaging,Medium,-0.3160112644842954,54,box broken
16704,Damaged packaging,Packaging,Low,-0.1189610607726467,33,damaged packaging
16705,Product malfunctioning,Product,Medium,-0.7066863591258168,37,product malfunctioning
16706,Product stopped working,Product,High,0.7113840636348465,47,product stopped working
16707,Need bulk order details,Trade,Low,0.7945086757538444,9,need bulk order detail
16708,Box was broken,Packaging,Medium,-0.6602424226940531,13,box broken
16709,Poor packaging quality,Packaging,Low,0.3677676028064016,17,poor packaging quality
